PlayerID,Year,Team,PlayerName,Age,HeightCm,WeightKg,Fitness,Speed,Strength,Agility
173,1961,Team H,Garrett Lin,44,171.2,106.5,84.7,55.4,61.4,91.1
152,1961,Team H,Ruben Aguilar,41,193.5,66.7,76.9,76.6,99.7,61.4
531,1961,Team B,Joseph Chavez,27,198.0,69.7,62.5,73.9,99.0,76.2
196,1961,Team B,Steven Gilbert,37,193.9,96.2,99.1,78.9,80.4,87.7
528,1961,Team B,Austin Hill,25,167.5,69.3,78.1,58.8,70.7,61.7
584,1961,Team B,Andrew Smith,34,182.2,102.4,95.4,79.4,61.6,96.4
187,1961,Team B,Patrick Lambert,38,185.6,97.2,97.7,88.4,79.6,69.0
529,1961,Team B,Mark Kelley,28,180.8,69.2,64.4,68.4,58.3,55.6
478,1961,Team B,Jesse Chambers,31,195.3,88.0,76.2,97.9,91.9,87.6
200,1961,Team B,Matthew Marshall,38,181.3,85.5,96.9,55.2,82.9,76.2
184,1961,Team B,David Fletcher,40,197.2,92.8,95.8,62.3,77.5,95.2
581,1961,Team B,Michael Mason,31,177.5,71.1,78.4,74.2,68.2,89.6
194,1961,Team B,Cameron Fisher,38,183.5,68.6,93.1,63.7,58.4,81.5
463,1961,Team B,Nicholas Davis,29,183.4,72.6,65.2,77.1,99.0,92.1
530,1961,Team B,Frederick Vang,36,183.8,101.1,71.6,99.9,92.7,76.3
585,1961,Team B,Thomas Atkins,31,187.5,89.9,87.3,52.5,97.1,75.3
188,1961,Team B,Jackson Jones,35,172.8,85.5,93.1,69.7,69.1,69.5
480,1961,Team B,Rodney Bentley,30,189.3,72.6,61.8,64.4,80.8,66.4
179,1961,Team B,Victor Baker,40,175.1,77.8,99.6,50.8,69.5,94.4
182,1961,Team B,Larry Dixon,40,190.7,106.6,61.7,67.6,88.6,99.7
481,1961,Team B,Brian Hall,35,183.1,80.1,86.6,59.2,79.4,52.4
178,1961,Team B,Wesley White,38,174.3,73.5,82.0,86.4,68.7,72.5
202,1961,Team B,John Santana,44,188.0,73.6,77.5,77.1,65.1,75.2
197,1961,Team B,Eric Kelley,36,186.2,101.2,61.3,82.4,78.9,54.3
653,1961,Team B,Andrew Rogers,32,169.6,101.4,97.8,92.7,79.7,62.7
70,1961,Team B,Ralph Anderson,46,183.5,76.7,81.6,50.2,72.1,67.4
654,1961,Team B,James Martin,31,167.5,98.1,95.3,99.2,98.5,94.3
655,1961,Team B,Ronald Wise,29,169.9,73.1,84.9,99.1,50.4,87.6
656,1961,Team B,Robert Martin,23,180.6,98.1,76.4,99.6,52.9,66.9
657,1961,Team B,Jeffrey Jenkins,26,176.2,107.8,68.1,98.8,68.3,84.3
213,1961,Team J,Johnny Sanchez,46,197.1,78.7,71.8,90.3,84.0,70.0
212,1961,Team J,Cory Horton,44,195.5,86.9,87.1,66.3,98.8,62.7
207,1961,Team J,Michael Walker,45,196.7,109.2,91.9,70.6,66.4,76.8
230,1961,Team J,Billy Mitchell,46,192.9,79.6,91.7,69.9,55.7,55.3
227,1961,Team J,David Walsh,32,174.0,93.0,97.9,71.4,80.2,64.6
601,1961,Team J,Charles Gonzalez,33,176.1,96.4,77.3,84.2,70.2,60.6
482,1961,Team J,Alexander Henson,30,188.4,78.6,91.8,71.9,77.5,59.9
603,1961,Team J,Matthew Thompson,32,171.1,73.3,61.2,82.5,52.2,55.9
219,1961,Team J,Jesus Solis,45,165.4,74.1,90.0,99.9,59.7,64.4
208,1961,Team J,Curtis Johnson,38,180.8,93.5,90.7,87.9,72.4,63.4
602,1961,Team J,Lance Wolf,37,170.8,87.4,90.0,52.7,92.5,86.6
604,1961,Team J,Raymond Snyder,27,192.3,67.3,77.8,89.0,77.0,89.9
217,1961,Team J,Joseph Williams,46,199.3,103.4,78.1,59.7,84.9,69.6
205,1961,Team J,Mark Rogers,37,193.7,96.3,64.3,84.2,53.1,95.8
464,1961,Team J,Edward Burgess,32,194.5,107.1,64.3,59.2,76.0,97.5
211,1961,Team J,Jason Soto,36,176.6,87.2,99.2,95.2,80.6,75.2
225,1961,Team J,Steven Manning,42,165.0,97.5,87.1,57.9,75.5,79.7
222,1961,Team J,Steven Salazar,33,198.5,77.6,99.2,57.1,79.5,99.1
223,1961,Team J,Nathan Wagner,33,170.7,66.1,76.5,77.5,82.9,59.7
224,1961,Team J,Ronald Kelley,36,193.1,88.1,99.8,51.0,84.0,61.7
564,1961,Team J,James Thomas,36,174.3,75.6,63.9,95.2,54.6,89.6
220,1961,Team J,Michael Travis,32,169.3,69.7,69.6,59.4,58.4,89.9
658,1961,Team J,Michael Young,33,173.9,87.2,89.9,60.8,58.4,78.4
659,1961,Team J,Jeremy Mitchell,23,180.2,83.6,73.8,99.2,69.0,98.7
660,1961,Team J,Paul Cole,28,178.1,96.1,86.5,63.4,76.0,70.2
661,1961,Team J,Joseph Collins,31,194.7,95.3,70.0,93.3,56.2,53.7
231,1961,Team D,Devon Flores,44,183.7,107.1,76.4,64.9,51.9,66.2
256,1961,Team D,Philip Gray,35,167.2,100.2,67.7,73.5,75.2,87.2
608,1961,Team D,Marcus Lin,30,196.8,80.7,83.5,83.2,60.3,96.7
246,1961,Team D,Jeffrey Johnson,34,170.6,97.5,96.1,62.2,60.8,55.6
248,1961,Team D,Jared Martin,37,187.5,111.5,77.1,65.6,83.0,89.2
233,1961,Team D,David Benson,34,165.3,82.3,64.0,87.0,67.8,59.9
249,1961,Team D,John Anderson,35,174.7,107.7,85.8,76.6,90.3,99.3
244,1961,Team D,Joshua Morrison,34,192.3,101.2,83.8,93.9,79.3,91.7
232,1961,Team D,Joshua Taylor,37,189.8,104.2,70.0,57.0,55.4,91.0
566,1961,Team D,Jason Peterson,29,173.3,107.1,63.8,97.1,63.3,50.1
245,1961,Team D,Daniel Robinson,35,198.2,68.2,79.7,50.7,77.2,92.7
235,1961,Team D,Jason Daniels,44,177.6,75.9,87.9,71.6,93.3,82.2
241,1961,Team D,Guy Molina,38,180.1,88.2,86.7,96.6,92.6,60.1
238,1961,Team D,Kevin Dominguez,36,187.5,91.1,83.0,72.8,98.5,67.6
251,1961,Team D,James Elliott,42,193.4,101.4,80.7,68.7,89.4,60.9
237,1961,Team D,Jason Stein,34,187.0,96.7,68.4,78.7,83.9,66.3
508,1961,Team D,Sergio Murphy,38,165.1,72.0,84.5,69.2,96.8,57.5
606,1961,Team D,Jerry Glass,30,198.7,79.1,98.0,61.6,99.6,65.1
605,1961,Team D,Paul Wolf,33,178.4,73.3,66.9,86.9,93.1,51.3
253,1961,Team D,Chad Murray,41,199.6,100.0,63.3,77.0,76.5,51.3
466,1961,Team D,Joshua Mata,42,194.5,84.0,97.3,70.1,70.6,93.1
250,1961,Team D,Marcus Johnson,40,199.5,68.7,72.6,64.2,96.0,99.4
509,1961,Team D,Charles Lester,27,195.1,111.0,82.5,94.1,50.7,76.5
510,1961,Team D,Aaron Garrison,26,192.8,94.6,66.5,59.4,79.3,63.0
240,1961,Team D,James Smith,32,184.9,87.3,85.1,52.3,93.9,50.6
607,1961,Team D,Justin Reid,23,185.2,70.0,77.4,66.6,93.2,88.4
662,1961,Team D,Robert Harrison,29,188.0,65.8,99.1,50.3,81.4,50.4
663,1961,Team D,Russell Richardson,30,165.8,105.2,64.3,59.0,67.1,84.5
664,1961,Team D,Travis Joyce,22,173.5,94.9,98.5,70.5,57.4,64.6
269,1961,Team M,Paul Wilson,36,166.6,96.5,85.9,82.8,70.7,91.6
268,1961,Team M,Christopher Lawson,44,165.2,109.8,84.9,84.2,91.7,53.3
264,1961,Team M,Alex Hernandez,38,186.8,98.6,80.2,89.7,85.5,83.8
512,1961,Team M,Matthew Johnson,37,166.2,105.4,81.6,86.2,90.1,78.2
588,1961,Team M,Brian Smith,37,179.6,85.4,75.3,65.6,58.0,54.3
513,1961,Team M,Adrian Tyler,27,184.7,79.1,60.9,50.6,67.0,60.0
267,1961,Team M,Michael Wang,32,166.7,96.5,95.5,95.7,62.0,81.5
279,1961,Team M,Richard Reed,38,168.5,79.9,79.6,98.8,82.9,62.2
266,1961,Team M,Justin Robinson,42,188.8,97.6,94.6,73.9,65.9,51.0
262,1961,Team M,Matthew Webster,42,176.5,72.0,96.3,50.9,76.8,98.1
272,1961,Team M,Eric Byrd,39,174.2,112.6,60.8,88.3,86.9,80.4
483,1961,Team M,Justin Herman,27,169.4,108.3,80.0,96.4,71.2,65.7
610,1961,Team M,Barry Ramos,23,189.7,95.7,64.8,99.2,61.5,96.7
270,1961,Team M,Robert Oconnell,34,193.9,70.9,98.6,77.1,76.8,62.1
427,1961,Team M,Paul Hamilton,39,187.4,87.5,81.0,92.5,82.9,88.6
514,1961,Team M,David Morris,31,170.0,107.9,79.7,67.4,53.3,86.1
586,1961,Team M,Kenneth Berry,36,180.9,83.5,69.9,58.6,93.2,94.3
587,1961,Team M,Michael Butler,33,198.0,84.7,76.0,96.5,75.8,72.1
261,1961,Team M,Matthew Harrington,45,189.6,76.3,72.7,53.2,55.3,98.7
281,1961,Team M,Jonathan Peterson,46,174.5,96.2,87.8,51.9,97.6,69.5
278,1961,Team M,Bryan Riggs,46,198.6,97.3,81.4,75.7,52.0,84.6
265,1961,Team M,Cameron Caldwell,40,166.3,82.0,86.2,99.9,85.6,63.6
274,1961,Team M,Miguel Jones,34,170.6,67.2,86.7,87.6,67.2,93.8
609,1961,Team M,Mark Hernandez,29,199.1,107.2,82.0,91.8,94.2,79.7
627,1961,Team I,Jeffrey Mills,23,172.2,73.4,68.9,78.5,61.4,50.3
293,1961,Team I,John Bishop,39,165.5,69.9,99.2,87.1,66.5,81.3
470,1961,Team I,Robert Francis,42,199.3,64.3,60.1,79.9,57.9,75.1
622,1961,Team I,Chris Brown,25,165.4,70.4,91.7,80.4,86.7,88.3
536,1961,Team I,Jesse Perez,31,200.0,91.4,63.9,62.8,76.3,59.6
621,1961,Team I,Frank Alvarez,29,198.1,106.1,65.8,53.3,86.5,96.9
625,1961,Team I,Jonathan Thompson,30,175.6,64.1,94.0,60.6,65.2,95.0
623,1961,Team I,Brian Nolan,30,173.1,79.4,62.2,65.1,54.1,95.1
287,1961,Team I,Devin Morton,43,175.4,106.3,95.2,50.2,76.4,72.3
291,1961,Team I,Ronald Miller,31,175.9,103.0,83.7,50.4,66.1,50.1
292,1961,Team I,Stephen Sanchez,37,171.5,98.6,94.6,58.4,98.3,78.3
283,1961,Team I,Brian Yu,33,193.1,82.8,69.3,69.3,60.4,87.0
288,1961,Team I,Joshua Webb,31,194.1,80.1,84.9,88.3,59.7,68.9
286,1961,Team I,Nicholas Sheppard,37,182.0,107.7,93.7,63.0,88.0,91.8
290,1961,Team I,Derrick Christian,33,173.8,104.1,91.8,79.4,80.3,69.4
298,1961,Team I,Michael Hill,31,171.1,107.9,75.3,96.3,94.3,94.0
296,1961,Team I,Daniel Salinas,38,184.7,104.6,92.0,62.8,55.5,71.7
302,1961,Team I,Michael Brewer,40,171.0,80.7,81.5,80.8,98.5,66.3
285,1961,Team I,Michael Graham,38,179.7,96.3,72.6,74.9,75.1,93.8
537,1961,Team I,Gerald Chavez,28,171.1,86.4,67.3,83.8,94.6,69.1
297,1961,Team I,Gerald Beard,41,188.0,87.6,79.7,84.5,75.0,72.4
535,1961,Team I,Nathan Lewis,35,172.6,68.4,94.9,61.4,58.2,58.6
306,1961,Team I,Kevin Kennedy,39,191.4,104.6,76.0,72.8,59.4,96.0
324,1961,Team F,John Alexander,39,191.7,63.5,91.5,95.3,74.2,76.6
429,1961,Team F,Shane Wallace,34,197.6,109.3,72.1,55.6,57.4,71.1
326,1961,Team F,Todd Woods,36,196.5,91.1,62.6,58.0,68.2,83.1
320,1961,Team F,William Tran,38,169.4,110.7,95.5,90.6,88.3,91.6
629,1961,Team F,Douglas Ortiz,31,193.9,72.5,60.0,89.7,72.8,60.5
539,1961,Team F,Jeffery Ortega,34,167.4,107.9,75.6,53.5,96.3,56.2
310,1961,Team F,David Martinez,34,182.0,96.3,93.4,70.2,84.0,54.3
485,1961,Team F,Rodney Blankenship,35,169.5,83.6,82.1,81.6,98.1,80.4
488,1961,Team F,Brent Clay,39,193.5,90.8,76.0,98.2,83.0,66.0
327,1961,Team F,Rodney Morales,40,169.7,96.7,88.5,90.5,81.4,82.0
328,1961,Team F,Benjamin Soto,33,169.9,70.3,81.7,63.8,68.9,98.1
589,1961,Team F,Frederick Solis,31,171.7,74.6,96.5,93.6,83.3,87.3
323,1961,Team F,Shane Andrews,45,172.9,104.3,82.8,52.7,92.2,90.3
317,1961,Team F,Cory Perez,31,198.7,109.3,70.7,60.5,92.0,98.9
592,1961,Team F,Ryan Sanchez,36,175.2,94.7,81.9,53.4,86.2,63.6
319,1961,Team F,Joseph Hill,44,192.9,70.2,69.7,64.6,94.2,94.6
312,1961,Team F,Joshua Gill,32,184.5,67.8,81.0,73.1,69.0,89.1
538,1961,Team F,Jason Davis,25,190.0,95.4,70.8,50.2,71.0,80.3
334,1961,Team F,Joseph Hayes,39,172.7,85.2,95.3,77.0,78.3,70.1
630,1961,Team F,George Harper,22,187.1,104.0,74.5,86.5,70.3,77.3
331,1961,Team F,Xavier Wilson,46,171.4,71.5,83.9,64.5,87.7,59.0
628,1961,Team F,Christopher Watson,36,173.6,89.3,69.0,81.2,91.6,96.3
591,1961,Team F,Thomas Davis,25,171.4,92.4,86.6,67.2,55.4,56.5
311,1961,Team F,Corey Wilson,41,193.5,107.1,79.4,56.0,93.7,56.4
548,1961,Team L,Paul Parrish,38,165.9,73.3,94.1,89.9,66.8,52.6
632,1961,Team L,Austin Davis,30,176.4,88.2,60.1,53.6,65.5,99.7
472,1961,Team L,Victor Taylor,29,170.2,92.0,73.3,82.1,70.9,74.6
344,1961,Team L,David Mann,45,171.3,87.0,80.6,97.4,99.6,80.9
362,1961,Team L,Trevor Key,34,170.7,80.5,79.8,57.6,60.8,96.5
336,1961,Team L,William Torres,45,179.9,81.2,80.0,52.2,72.1,55.5
351,1961,Team L,Ronald Jones,36,170.0,89.8,96.2,58.0,71.4,58.6
633,1961,Team L,Michael Mitchell,26,171.7,105.5,77.0,79.9,54.6,73.3
357,1961,Team L,Johnny Miller,35,167.5,103.2,68.0,84.8,92.3,96.2
544,1961,Team L,Robert Hawkins,32,186.9,70.7,73.7,60.0,86.7,93.1
337,1961,Team L,Marc Lynch,46,168.1,71.4,72.0,73.2,54.0,93.4
353,1961,Team L,Paul Carroll,46,177.0,68.7,61.1,88.4,78.3,83.5
546,1961,Team L,Gary Martinez,29,189.7,88.5,77.3,77.4,78.6,77.6
339,1961,Team L,Daniel Clark,45,179.4,73.7,97.1,55.8,53.9,69.8
442,1961,Team L,Christopher Alexander,43,183.7,79.0,80.1,98.3,88.0,96.1
340,1961,Team L,Matthew Moore,32,172.5,71.9,70.6,93.6,97.7,67.2
355,1961,Team L,Michael Lyons,43,183.9,111.4,70.2,75.8,97.0,60.2
335,1961,Team L,Jeremy Dalton,44,173.4,94.9,90.8,65.5,92.6,77.0
349,1961,Team L,Jeffery Stephens,32,180.2,111.3,82.1,50.6,99.1,97.7
343,1961,Team L,Kirk Carter,42,199.0,65.2,74.1,67.1,63.4,66.4
350,1961,Team L,Matthew Kerr,33,183.4,97.3,83.9,58.4,59.3,78.9
388,1961,Team P,Willie Durham,35,185.6,101.9,69.3,55.5,88.1,80.3
376,1961,Team P,Jared Robertson,38,198.1,78.3,83.8,61.0,89.0,68.5
634,1961,Team P,Nathaniel Douglas,34,183.2,76.4,61.7,87.8,88.4,56.7
380,1961,Team P,Peter Garrett,42,170.8,79.9,74.8,98.0,73.4,81.4
595,1961,Team P,Gerald Cook,37,166.1,108.6,99.2,76.6,75.6,94.7
365,1961,Team P,John Pearson,40,193.3,78.7,78.7,79.9,85.1,72.3
445,1961,Team P,David Bruce,44,186.8,77.6,74.1,99.6,75.0,80.1
389,1961,Team P,Joel Wilson,31,189.6,107.2,97.0,76.8,52.9,85.1
489,1961,Team P,Chad Chavez,36,169.9,95.3,96.0,81.2,77.6,67.1
386,1961,Team P,Christopher Pierce,36,170.7,106.6,76.9,67.2,67.1,55.5
596,1961,Team P,Christopher Dixon,33,171.9,90.7,86.4,69.3,84.2,89.9
391,1961,Team P,Mitchell Hicks,37,169.2,97.3,80.4,84.0,90.2,52.2
370,1961,Team P,Michael Hodge,46,175.3,66.7,98.6,82.4,54.5,88.7
490,1961,Team P,Michael Paul,33,184.3,67.3,93.0,96.8,99.4,91.3
364,1961,Team P,Andrew Avila,39,170.9,73.8,73.4,82.3,90.2,64.8
516,1961,Team P,Patrick Fox,26,167.4,76.9,76.8,64.1,69.4,87.7
371,1961,Team P,Gary Steele,42,181.9,104.0,74.5,92.1,58.4,61.9
594,1961,Team P,James Collins,31,194.9,66.9,72.8,55.2,80.1,60.9
369,1961,Team P,Gregory Cook,33,197.4,107.8,70.1,95.4,83.2,91.7
368,1961,Team P,John Davis,45,190.4,85.3,85.5,69.4,93.7,68.0
379,1961,Team P,Cody Cox,41,185.3,94.7,73.0,52.5,92.7,51.0
375,1961,Team P,Frank Cordova,44,186.8,87.5,88.0,73.7,80.1,96.2
387,1961,Team P,Juan Davis,33,180.8,79.0,98.7,81.2,76.9,54.2
377,1961,Team P,William Sandoval,38,165.5,78.8,71.6,91.0,94.0,55.8
363,1961,Team P,Michael Adams,43,170.1,92.6,98.1,62.1,73.7,80.8
665,1961,Team P,Joel Campbell,32,179.1,74.5,86.8,89.5,86.4,96.2
453,1961,Team N,Anthony Obrien,38,197.3,77.1,91.3,74.3,60.2,98.8
397,1961,Team N,Donald Tyler,45,171.7,92.8,96.2,69.9,77.4,58.5
637,1961,Team N,Charles Bailey,24,196.1,73.0,91.3,99.0,67.9,52.9
450,1961,Team N,William Barrett,35,180.5,103.2,90.4,74.2,89.5,78.3
638,1961,Team N,Walter Hale,29,189.0,87.3,93.5,77.6,77.9,63.2
409,1961,Team N,Patrick Thornton,35,172.4,97.2,63.0,97.9,94.5,52.6
404,1961,Team N,Juan Daniels,32,176.6,104.8,92.4,95.6,93.2,71.4
522,1961,Team N,Joseph Ellis,32,169.5,65.5,70.5,52.5,97.8,99.5
398,1961,Team N,Jason Villa,46,185.5,101.7,84.6,67.0,57.3,97.7
518,1961,Team N,Richard Palmer,28,188.9,112.1,97.1,85.5,61.2,72.5
393,1961,Team N,William Sanchez,39,172.6,86.0,60.1,53.8,54.9,52.8
392,1961,Team N,Donald Davenport,35,189.3,75.7,78.4,72.4,75.0,57.6
403,1961,Team N,Joshua Reed,37,190.0,87.9,62.2,61.4,99.1,87.5
640,1961,Team N,Todd Collins,31,177.8,67.7,84.9,64.5,51.1,98.0
399,1961,Team N,Jordan Hoover,46,199.0,98.4,78.9,96.0,56.4,65.3
405,1961,Team N,Jesse Morris,42,172.4,77.4,95.8,51.1,73.2,67.5
395,1961,Team N,Thomas Romero,36,179.3,91.5,90.5,72.2,88.8,91.8
639,1961,Team N,James Larson,30,189.2,75.8,77.5,96.0,83.9,60.9
635,1961,Team N,Terrence Marks,32,173.8,75.1,96.4,59.7,94.4,60.8
519,1961,Team N,Brian Gordon,31,170.4,107.9,78.5,87.2,75.5,78.1
412,1961,Team N,William Simpson,41,193.7,85.1,75.1,81.4,95.6,80.5
452,1961,Team N,Michael Garner,30,188.5,91.4,84.7,56.6,81.0,62.7
523,1961,Team N,Victor Brown,37,197.1,70.7,98.5,79.9,67.3,95.6
636,1961,Team N,Gavin Aguilar,28,179.2,80.9,74.7,73.7,55.9,88.5
521,1961,Team N,Richard Camacho,29,190.9,90.9,85.5,88.6,77.2,77.6
396,1961,Team N,Shawn Shields,40,183.5,71.1,65.0,96.6,88.0,78.7
416,1962,Team A,Joseph Bryant,39,165.8,86.8,90.2,83.2,68.4,75.9
10,1962,Team A,Robert Smith,45,181.4,82.1,73.3,82.4,66.3,53.6
23,1962,Team A,Bobby Hall,36,173.6,79.3,66.4,91.0,52.8,73.8
15,1962,Team A,Ryan Munoz,33,196.4,101.6,90.1,72.0,74.0,57.7
612,1962,Team A,Anthony Romero,28,197.8,99.8,62.1,82.0,74.7,58.0
2,1962,Team A,Donald Walker,43,190.1,88.9,98.7,59.7,67.6,86.3
598,1962,Team A,Taylor Bailey,32,175.0,99.6,64.0,65.1,63.7,59.9
549,1962,Team A,Nathan Schmitt,29,194.3,67.7,69.3,68.3,57.7,58.8
6,1962,Team A,Daniel Wagner,40,166.3,94.7,82.7,95.0,77.3,74.6
550,1962,Team A,Kyle Bell,32,195.0,81.6,94.5,59.6,69.1,90.3
5,1962,Team A,Javier Johnson,46,172.8,72.7,66.7,67.3,97.8,71.1
7,1962,Team A,Alexander Gonzalez,44,171.3,74.1,86.2,69.9,51.0,93.1
17,1962,Team A,Joshua Dudley,33,187.8,69.9,85.9,90.5,55.1,50.3
597,1962,Team A,Brian Hicks,33,171.1,72.5,74.7,83.5,65.8,50.7
21,1962,Team A,Michael Williams,44,179.7,79.6,76.1,98.8,97.2,97.2
491,1962,Team A,Tracy Barnes,38,184.7,90.9,70.1,55.7,58.4,96.2
430,1962,Team A,Michael Berger,43,198.1,83.7,65.2,82.6,88.2,84.4
615,1962,Team A,Billy Lin,26,191.8,96.7,75.0,54.2,98.1,76.1
614,1962,Team A,Anthony Decker,30,198.6,108.6,60.5,72.3,83.9,58.7
14,1962,Team A,Brandon Davis,44,197.5,104.6,76.1,71.1,65.6,72.3
616,1962,Team A,Scott Gilbert,23,189.0,106.9,70.9,93.2,55.1,98.1
613,1962,Team A,Eric Hayes,24,196.7,78.9,65.5,72.6,70.8,85.5
666,1962,Team A,James Rose,23,185.9,80.5,73.7,86.4,81.9,95.5
667,1962,Team A,Vincent Montoya,27,194.9,69.7,83.1,92.0,88.2,75.6
668,1962,Team A,Robert Taylor,35,168.3,77.5,77.0,61.6,63.7,72.7
669,1962,Team A,David Davidson,34,166.3,87.3,79.1,61.0,81.4,51.5
551,1962,Team C,Kenneth Lewis,26,171.2,92.8,90.3,77.7,93.8,75.8
553,1962,Team C,Brian Bruce,27,172.3,107.8,79.8,98.5,88.2,96.2
42,1962,Team C,Kevin Hurst,45,166.4,96.9,77.8,91.8,64.5,98.9
568,1962,Team C,Ricardo Bradley,29,185.7,69.3,89.4,64.6,99.0,65.1
474,1962,Team C,Nathaniel Whitney,34,192.7,73.9,92.3,70.5,97.1,52.7
46,1962,Team C,Brian Burton,37,176.1,96.6,70.4,56.0,51.3,75.3
552,1962,Team C,Matthew Walker,33,183.1,77.2,86.6,84.7,77.6,62.0
27,1962,Team C,Derek Zuniga,33,165.9,90.0,76.7,51.4,68.8,77.7
43,1962,Team C,James Robinson,47,191.0,74.0,62.0,80.5,95.4,78.0
44,1962,Team C,Zachary Hicks,33,165.5,81.2,74.0,95.6,56.9,63.9
29,1962,Team C,Christopher Daniel,47,176.3,81.5,85.7,56.3,93.6,98.7
37,1962,Team C,Shawn Edwards,34,170.2,97.1,70.1,91.7,60.0,78.6
456,1962,Team C,Lawrence Gomez,33,176.5,90.4,68.4,58.5,50.2,75.9
35,1962,Team C,Ethan Adams,35,185.6,104.8,60.2,93.0,50.7,81.4
525,1962,Team C,Michael Henry,37,175.3,73.1,84.7,83.4,59.9,90.7
556,1962,Team C,Ryan Villegas,39,193.2,111.7,75.6,60.1,94.6,81.9
455,1962,Team C,Dustin Lindsey,43,173.7,71.2,77.1,74.1,62.7,58.1
38,1962,Team C,Matthew Foster,40,171.6,101.5,78.9,94.8,64.5,65.5
28,1962,Team C,Matthew Lynch,42,191.9,71.2,92.1,57.3,72.9,63.9
642,1962,Team C,Robert Santiago,29,186.4,73.8,60.4,51.2,58.9,87.7
457,1962,Team C,Mark Oliver,38,170.0,80.8,76.5,90.0,85.9,91.7
644,1962,Team C,Michael Fox,21,189.8,64.0,66.6,72.5,93.7,96.2
47,1962,Team C,Ricky Henderson,47,167.4,83.6,66.5,56.6,53.4,72.8
493,1962,Team G,Jason Garcia,42,182.7,104.8,60.9,61.4,82.4,96.0
495,1962,Team G,Trevor Johnson,38,199.0,89.4,89.8,82.2,59.0,57.3
67,1962,Team G,Shawn Arroyo,38,187.0,67.3,67.8,78.1,55.7,98.0
646,1962,Team G,Ivan Cox,27,178.9,68.6,79.9,63.2,97.9,84.1
476,1962,Team G,Jacob Gibbs,42,197.4,72.3,75.1,97.0,57.4,89.5
571,1962,Team G,Matthew Tucker,37,194.7,68.1,76.4,87.7,67.5,93.2
647,1962,Team G,Christopher Lewis,30,185.6,105.5,84.0,67.0,51.7,90.0
309,1962,Team G,Michael Nelson,41,186.9,107.9,99.8,64.0,66.7,85.6
432,1962,Team G,Edward Brooks,30,195.5,84.0,84.1,77.4,57.0,50.8
62,1962,Team G,Richard Moreno,33,173.8,75.7,99.7,79.8,60.4,92.5
64,1962,Team G,Alec Hickman,42,171.9,103.9,83.8,96.1,88.3,98.4
421,1962,Team G,Samuel Villarreal,35,188.9,68.4,80.9,61.4,82.5,62.8
65,1962,Team G,Shawn Decker,32,180.4,70.8,67.4,56.8,56.7,58.6
494,1962,Team G,John Russell,40,187.2,91.0,71.6,87.8,69.7,74.1
420,1962,Team G,Matthew Christian,46,190.2,101.0,98.9,77.0,95.8,60.4
61,1962,Team G,Phillip Ryan,41,189.3,94.6,79.0,77.1,52.8,94.4
56,1962,Team G,Shawn Baker,44,196.8,82.4,96.9,78.2,68.0,80.7
570,1962,Team G,Christopher Williamson,25,167.3,90.6,98.1,68.4,62.7,88.6
70,1962,Team G,Ralph Anderson,47,183.5,76.4,68.4,91.3,54.7,60.7
572,1962,Team G,Jeremy Nelson,31,177.7,73.8,67.6,72.8,57.2,66.2
63,1962,Team G,Aaron Nguyen,41,168.6,76.2,69.6,59.3,81.8,71.0
51,1962,Team G,Adam Le,41,193.6,81.0,81.9,89.4,54.0,75.8
569,1962,Team G,Bradley Williams,31,198.5,67.1,88.8,77.7,72.3,73.7
573,1962,Team G,Jeffrey Campbell,32,193.9,68.7,67.1,56.2,62.6,69.6
645,1962,Team G,Matthew Henderson,29,178.5,101.4,78.6,93.4,82.1,64.0
670,1962,Team G,Shane Spencer,31,192.3,78.5,91.2,83.4,87.4,70.0
671,1962,Team G,Brian Singleton,27,185.6,80.6,85.4,63.9,62.4,63.1
96,1962,Team O,Javier Ramirez,43,185.9,76.6,83.3,79.7,57.7,69.6
85,1962,Team O,Daniel Anderson,35,172.3,101.3,78.3,87.3,89.2,60.4
433,1962,Team O,Charles Schmidt,31,186.0,99.2,73.6,81.4,57.8,69.9
99,1962,Team O,Joshua Williams,36,176.6,106.1,69.7,53.8,98.5,88.0
98,1962,Team O,Jeremy Callahan,44,190.5,85.4,76.5,76.1,56.5,88.9
557,1962,Team O,Robert Austin,39,191.4,105.0,73.5,56.5,60.4,51.0
79,1962,Team O,George Chapman,36,184.1,87.6,93.7,61.4,78.0,71.5
83,1962,Team O,Scott Jones,36,184.6,98.0,95.4,82.4,66.0,61.5
86,1962,Team O,Timothy Duncan,36,175.2,88.0,85.1,73.1,81.7,50.5
562,1962,Team O,Gerald Smith,28,179.1,97.0,69.0,92.0,91.4,95.0
93,1962,Team O,James Morgan,44,189.1,74.6,66.2,57.8,70.0,71.1
74,1962,Team O,Joshua Blair,33,190.9,77.3,82.2,99.6,77.1,73.3
560,1962,Team O,Derek White,35,166.8,93.5,64.2,89.9,87.0,56.8
84,1962,Team O,David Caldwell,34,194.0,99.7,90.4,81.8,98.3,63.5
89,1962,Team O,Brent Jordan,34,191.7,65.7,78.5,88.6,52.2,83.1
91,1962,Team O,Nicholas Nunez,46,176.2,76.9,88.4,82.7,62.8,87.6
94,1962,Team O,Scott Wright,35,179.3,68.0,82.9,88.3,63.7,72.3
648,1962,Team O,Travis Tucker,35,195.7,104.4,81.7,94.9,76.9,52.9
