PlayerID,PlayerName,HeightCm,Age,WeightKg,Fitness,Speed,Strength,Agility,Bio
236,Jason Clark,182.5,34.5,79.3,79.6,83.7,77.4,72.0,insists his pre-game playlist includes only Huey Lewis and the News.
237,Jason Stein,187.0,38.5,99.3,80.7,80.2,74.7,71.3,can recite every line from Biff Tannen’s scenes.
238,Kevin Dominguez,187.5,30.5,93.3,79.0,70.0,72.7,73.5,believes the number 88 brings him good luck.
239,Scott Cannon,175.2,27.5,105.6,88.0,87.2,72.8,73.7,claims he met Doc Brown in a dream and received football advice.
240,James Smith,184.9,37.5,84.6,79.1,78.6,71.8,73.7,can recite every line from Biff Tannen’s scenes.
241,Guy Molina,180.1,50.5,87.7,82.5,78.9,73.9,75.9,models his hairstyle after George McFly.
242,Scott Ashley,185.8,27.5,108.5,79.6,76.4,72.5,72.2,trains by skateboarding through Hill Valley’s town square.
243,Jason Adkins,170.2,32.0,100.0,63.8,72.7,54.8,88.2,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
244,Joshua Morrison,192.3,48.0,99.3,80.2,73.9,75.3,78.9,claims he met Doc Brown in a dream and received football advice.
245,Daniel Robinson,198.2,31.2,70.4,79.6,80.4,71.0,73.6,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
246,Jeffrey Johnson,170.6,31.6,101.3,78.9,73.8,76.2,74.9,can recite every line from Biff Tannen’s scenes.
247,George Shelton,167.5,37.5,101.9,82.6,69.9,71.4,67.6,trains by skateboarding through Hill Valley’s town square.
248,Jared Martin,187.5,36.5,109.1,78.2,75.1,82.5,74.0,models his hairstyle after George McFly.
249,John Anderson,174.7,51.5,104.8,79.8,74.2,74.4,75.2,can recite every line from Biff Tannen’s scenes.
250,Marcus Johnson,199.5,34.5,66.7,77.4,73.7,73.1,72.7,can recite every line from Biff Tannen’s scenes.
251,James Elliott,193.4,48.0,100.5,77.9,72.8,73.4,75.4,models his hairstyle after George McFly.
252,Alexander Day,186.2,35.5,71.2,97.0,74.8,65.4,68.4,trains by skateboarding through Hill Valley’s town square.
253,Chad Murray,199.6,35.5,98.6,80.3,76.7,74.9,76.1,can recite every line from Biff Tannen’s scenes.
254,Anthony Gray,174.6,28.0,107.5,67.9,65.2,95.2,90.3,believes Goldie Wilson would’ve made a great football coach.
255,Daniel Murphy,175.3,35.5,81.5,77.1,74.1,66.0,77.8,trains by skateboarding through Hill Valley’s town square.
256,Philip Gray,167.2,39.5,97.8,76.3,72.6,74.2,74.8,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
257,Paul Decker,178.7,21.0,110.5,82.3,95.0,58.7,64.2,refuses to play unless the stadium clock reads exactly 10:04.
258,David Miller,173.0,25.5,92.1,80.4,75.4,75.9,71.5,trains by skateboarding through Hill Valley’s town square.
259,Alec Ryan,186.4,28.0,75.3,84.1,67.0,56.3,70.1,has a DeLorean-shaped locker.
260,Zachary Bell,165.3,29.5,66.6,83.6,80.0,83.3,85.5,claims he met Doc Brown in a dream and received football advice.
261,Matthew Harrington,189.6,59.0,76.7,79.0,73.4,77.7,74.8,believes the number 88 brings him good luck.
262,Matthew Webster,176.5,45.0,73.5,82.1,72.8,77.9,73.1,claims he met Doc Brown in a dream and received football advice.
263,Travis Gonzalez,170.7,37.0,89.5,86.2,77.4,77.6,80.3,believes Goldie Wilson would’ve made a great football coach.
264,Alex Hernandez,186.8,34.5,97.8,77.4,73.3,74.9,72.1,insists his pre-game playlist includes only Huey Lewis and the News.
265,Cameron Caldwell,166.3,40.5,80.2,80.1,76.3,72.2,71.5,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
266,Justin Robinson,188.8,36.5,94.4,79.0,75.7,74.3,76.4,can recite every line from Biff Tannen’s scenes.
267,Michael Wang,166.7,28.5,93.7,83.1,79.8,75.4,74.8,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
268,Christopher Lawson,165.2,48.5,109.6,80.1,78.2,76.5,80.3,practices his throws in the parking lot of Twin Pines Mall.
269,Paul Wilson,166.6,34.4,97.9,74.1,75.2,69.8,77.0,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
270,Robert Oconnell,193.9,43.0,73.3,79.9,74.5,74.9,72.3,refuses to play unless the stadium clock reads exactly 10:04.
271,Brian Johnson,197.1,36.8,97.3,81.0,68.7,64.8,77.3,believes the number 88 brings him good luck.
272,Eric Byrd,174.2,53.0,109.8,77.5,74.3,75.1,76.3,can recite every line from Biff Tannen’s scenes.
273,Tyler Sanders,172.7,38.0,70.4,72.2,87.6,77.9,80.5,has a DeLorean-shaped locker.
274,Miguel Jones,170.6,31.5,67.6,76.2,76.5,76.4,75.1,believes Goldie Wilson would’ve made a great football coach.
275,Michael Burton,182.2,24.0,80.6,73.1,72.0,68.4,68.8,wears a replica of Marty McFly’s vest during warmups.
276,Brian Barton,179.7,35.5,70.7,77.8,74.4,80.6,84.4,trains by skateboarding through Hill Valley’s town square.
277,Samuel Burke,177.9,33.0,74.6,76.7,77.7,79.9,71.7,practices his throws in the parking lot of Twin Pines Mall.
278,Bryan Riggs,198.6,60.0,95.7,78.5,77.3,75.0,74.8,models his hairstyle after George McFly.
279,Richard Reed,168.5,36.0,79.9,78.8,77.8,71.3,68.4,believes the number 88 brings him good luck.
280,Jeffrey Wood,173.4,26.5,74.2,86.2,77.6,69.8,72.9,won his first trophy the same day the clock tower was struck by lightning.
281,Jonathan Peterson,174.5,60.0,93.8,81.3,70.7,73.4,77.0,practices his throws in the parking lot of Twin Pines Mall.
282,Samuel Short,196.9,33.0,68.2,85.1,79.0,66.4,63.7,can recite every line from Biff Tannen’s scenes.
283,Brian Yu,193.1,32.5,80.9,83.2,73.6,70.0,80.3,refuses to play unless the stadium clock reads exactly 10:04.
284,Mark Poole,171.6,25.0,82.6,93.1,57.5,80.2,70.5,practices his throws in the parking lot of Twin Pines Mall.
285,Michael Graham,179.7,34.5,96.4,77.4,74.3,72.6,77.7,won his first trophy the same day the clock tower was struck by lightning.
286,Nicholas Sheppard,182.0,34.5,108.7,84.0,73.2,75.3,73.8,insists his pre-game playlist includes only Huey Lewis and the News.
287,Devin Morton,175.4,38.5,108.9,84.5,73.7,69.4,68.0,claims he met Doc Brown in a dream and received football advice.
288,Joshua Webb,194.1,34.0,77.9,83.1,76.1,71.7,77.8,won his first trophy the same day the clock tower was struck by lightning.
289,Jeffrey Simon,177.1,27.0,88.5,82.1,75.0,74.2,76.9,can recite every line from Biff Tannen’s scenes.
290,Derrick Christian,173.8,41.0,102.1,79.6,73.5,75.2,74.8,trains by skateboarding through Hill Valley’s town square.
291,Ronald Miller,175.9,28.5,100.5,80.1,74.2,73.9,71.5,won his first trophy the same day the clock tower was struck by lightning.
292,Stephen Sanchez,171.5,42.5,96.3,79.6,70.1,77.7,75.5,models his hairstyle after George McFly.
293,John Bishop,165.5,40.5,69.9,75.1,69.5,72.8,73.8,trains by skateboarding through Hill Valley’s town square.
294,James Johnson,192.3,39.9,77.3,77.7,78.6,74.8,69.1,practices his throws in the parking lot of Twin Pines Mall.
295,Samuel White,186.8,25.0,85.6,92.4,67.3,53.2,94.1,believes Goldie Wilson would’ve made a great football coach.
296,Daniel Salinas,184.7,34.5,104.3,82.0,76.3,75.8,71.4,models his hairstyle after George McFly.
297,Gerald Beard,188.0,55.0,86.8,80.3,74.7,77.6,71.4,wears a replica of Marty McFly’s vest during warmups.
298,Michael Hill,171.1,34.5,105.1,78.7,74.7,76.3,75.8,has a DeLorean-shaped locker.
299,Adam Vaughan,187.2,35.0,90.7,84.0,83.2,81.1,70.1,insists his pre-game playlist includes only Huey Lewis and the News.
300,Bradley Cortez,165.2,28.0,90.5,82.0,73.1,77.7,76.0,practices his throws in the parking lot of Twin Pines Mall.
301,John Chang,193.6,31.0,96.6,84.1,72.6,55.7,78.2,can recite every line from Biff Tannen’s scenes.
302,Michael Brewer,171.0,48.4,82.2,79.0,79.2,71.6,69.7,refuses to play unless the stadium clock reads exactly 10:04.
303,John Mcguire,191.9,22.0,101.4,78.7,71.9,73.5,75.4,claims he met Doc Brown in a dream and received football advice.
304,Brandon Walker,192.1,27.0,82.8,78.2,67.0,84.5,69.6,practices his throws in the parking lot of Twin Pines Mall.
305,Michael Torres,179.8,36.0,90.0,79.8,71.4,76.3,82.2,won his first trophy the same day the clock tower was struck by lightning.
306,Kevin Kennedy,191.4,35.5,105.6,79.2,73.4,75.6,75.8,practices his throws in the parking lot of Twin Pines Mall.
307,Joseph Coleman,185.8,33.0,73.5,83.2,77.1,70.2,83.6,models his hairstyle after George McFly.
308,Patrick Rivera,196.7,34.0,70.9,88.4,66.8,67.3,67.5,claims he met Doc Brown in a dream and received football advice.
309,Michael Nelson,186.9,41.8,105.6,81.0,72.8,79.9,77.9,refuses to play unless the stadium clock reads exactly 10:04.
310,David Martinez,182.0,32.0,96.6,81.9,74.5,73.2,75.4,insists his pre-game playlist includes only Huey Lewis and the News.
311,Corey Wilson,193.5,36.0,104.5,78.2,79.4,76.5,72.6,refuses to play unless the stadium clock reads exactly 10:04.
312,Joshua Gill,184.5,30.0,65.1,83.8,73.7,69.9,75.8,practices his throws in the parking lot of Twin Pines Mall.
313,Cody Robinson,189.4,31.0,74.6,88.1,77.6,69.3,82.3,models his hairstyle after George McFly.
314,John Hardy,193.1,37.0,107.6,81.9,79.9,78.1,84.4,won his first trophy the same day the clock tower was struck by lightning.
315,William Warren,176.7,32.0,78.0,84.5,66.5,73.8,83.2,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
316,Douglas Garcia,174.2,30.0,87.4,84.8,69.2,77.1,73.2,refuses to play unless the stadium clock reads exactly 10:04.
317,Cory Perez,198.7,45.0,107.5,81.6,75.8,78.1,76.6,practices his throws in the parking lot of Twin Pines Mall.
318,Christopher Smith,194.4,36.0,90.2,85.3,73.0,80.0,72.7,wears a replica of Marty McFly’s vest during warmups.
319,Joseph Hill,192.9,44.0,73.1,76.4,71.3,79.9,71.9,refuses to play unless the stadium clock reads exactly 10:04.
320,William Tran,169.4,44.5,109.2,80.0,72.5,77.7,76.2,trains by skateboarding through Hill Valley’s town square.
321,Michael Martinez,171.9,22.0,94.9,84.6,66.9,72.8,67.9,models his hairstyle after George McFly.
322,Sean Henry,165.4,29.0,103.2,86.9,73.5,69.4,76.4,insists his pre-game playlist includes only Huey Lewis and the News.
323,Shane Andrews,172.9,43.0,104.6,80.1,72.5,76.3,69.4,insists his pre-game playlist includes only Huey Lewis and the News.
324,John Alexander,191.7,37.0,65.4,82.6,77.8,69.5,80.9,believes the number 88 brings him good luck.
325,Cody Williams,197.8,23.0,77.5,77.1,74.8,75.3,75.9,trains by skateboarding through Hill Valley’s town square.
326,Todd Woods,196.5,38.5,91.5,80.0,69.7,80.1,73.3,believes Goldie Wilson would’ve made a great football coach.
327,Rodney Morales,169.7,35.0,97.1,77.2,81.5,74.4,78.5,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
328,Benjamin Soto,169.9,45.5,69.0,82.9,71.1,75.4,75.0,wears a replica of Marty McFly’s vest during warmups.
329,Anthony Hernandez,168.5,22.0,77.0,84.9,70.9,87.1,83.2,practices his throws in the parking lot of Twin Pines Mall.
330,Justin Torres,179.2,28.0,108.2,69.9,89.1,73.4,84.0,won his first trophy the same day the clock tower was struck by lightning.
331,Xavier Wilson,171.4,60.0,71.1,79.6,76.0,74.2,75.8,can recite every line from Biff Tannen’s scenes.
332,Phillip Obrien,175.1,30.0,77.9,75.4,71.9,81.2,71.2,claims he met Doc Brown in a dream and received football advice.
333,Richard Perez,166.3,25.0,108.9,83.2,76.1,60.5,71.6,can recite every line from Biff Tannen’s scenes.
334,Joseph Hayes,172.7,39.0,86.2,79.1,72.9,70.2,71.8,won his first trophy the same day the clock tower was struck by lightning.
335,Jeremy Dalton,173.4,53.5,96.6,80.8,78.9,72.8,72.4,can recite every line from Biff Tannen’s scenes.
336,William Torres,179.9,56.0,78.8,80.4,71.4,74.0,75.1,believes Goldie Wilson would’ve made a great football coach.
337,Marc Lynch,168.1,41.0,71.7,81.5,73.4,83.0,73.5,won his first trophy the same day the clock tower was struck by lightning.
338,Patrick Meza,170.2,36.0,80.7,80.3,68.1,71.7,84.0,wears a replica of Marty McFly’s vest during warmups.
339,Daniel Clark,179.4,50.8,73.4,80.4,72.9,75.9,75.1,can recite every line from Biff Tannen’s scenes.
340,Matthew Moore,172.5,32.8,73.6,80.9,75.3,80.2,80.3,refuses to play unless the stadium clock reads exactly 10:04.
341,Christopher Jones,185.8,32.0,86.6,88.4,77.4,58.2,74.1,models his hairstyle after George McFly.
342,Aaron Hayes,199.4,35.0,72.3,78.0,70.2,83.6,78.4,trains by skateboarding through Hill Valley’s town square.
343,Kirk Carter,199.0,41.0,67.8,84.6,76.2,73.7,78.2,wears a replica of Marty McFly’s vest during warmups.
344,David Mann,171.3,49.7,86.0,79.5,75.0,77.2,73.2,insists his pre-game playlist includes only Huey Lewis and the News.
345,Michael Gibson,171.6,26.0,77.8,78.8,90.7,70.3,92.4,wears a replica of Marty McFly’s vest during warmups.
346,Michael Bradshaw,189.1,35.0,79.9,85.9,76.9,70.3,81.7,insists his pre-game playlist includes only Huey Lewis and the News.
347,Richard Weber,190.2,39.0,83.9,85.3,78.8,80.2,77.6,has a DeLorean-shaped locker.
348,Matthew Peck,186.2,34.0,106.6,94.5,79.2,91.5,100.0,practices his throws in the parking lot of Twin Pines Mall.
349,Jeffery Stephens,180.2,27.0,109.8,80.5,74.7,75.4,75.6,practices his throws in the parking lot of Twin Pines Mall.
350,Matthew Kerr,183.4,29.0,96.1,81.1,70.5,80.5,78.2,believes the number 88 brings him good luck.
351,Ronald Jones,170.0,35.0,90.5,81.2,76.1,70.8,71.7,trains by skateboarding through Hill Valley’s town square.
352,Christopher Parker,167.3,26.0,86.3,71.3,72.2,72.7,82.8,believes the number 88 brings him good luck.
353,Paul Carroll,177.0,41.0,71.2,81.4,73.2,75.6,79.7,claims he met Doc Brown in a dream and received football advice.
354,Dylan Martinez,182.4,30.0,103.4,74.5,74.5,73.0,79.2,has a DeLorean-shaped locker.
355,Michael Lyons,183.9,57.0,110.3,82.4,77.1,76.8,76.3,trains by skateboarding through Hill Valley’s town square.
356,Tommy Mason,176.6,20.0,95.1,95.9,93.8,55.9,50.4,has a DeLorean-shaped locker.
357,Johnny Miller,167.5,30.0,103.7,83.2,74.6,82.4,78.5,wears a replica of Marty McFly’s vest during warmups.
358,Andrew Reynolds,172.1,37.0,99.2,80.6,69.0,76.1,76.2,believes the number 88 brings him good luck.
359,Frank Wright,194.9,31.0,76.9,76.5,75.2,61.2,93.8,won his first trophy the same day the clock tower was struck by lightning.
360,Brandon Hayden,166.8,31.0,84.1,77.3,76.6,76.4,69.5,wears a replica of Marty McFly’s vest during warmups.
361,Russell Johnston,186.1,27.0,100.3,78.3,71.0,72.2,75.7,insists his pre-game playlist includes only Huey Lewis and the News.
362,Trevor Key,170.7,41.0,78.1,82.9,72.1,76.0,77.2,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
363,Michael Adams,170.1,41.5,91.7,78.4,72.1,67.5,77.1,wears a replica of Marty McFly’s vest during warmups.
364,Andrew Avila,170.9,40.5,72.5,78.4,76.7,76.0,73.2,believes Goldie Wilson would’ve made a great football coach.
365,John Pearson,193.3,44.5,76.5,82.7,73.8,72.3,77.0,wears a replica of Marty McFly’s vest during warmups.
366,Thomas White,191.1,24.5,70.0,79.7,77.0,91.1,79.3,believes the number 88 brings him good luck.
367,Kevin Walters,181.8,28.0,106.2,64.1,69.4,68.4,73.1,refuses to play unless the stadium clock reads exactly 10:04.
368,John Davis,190.4,45.5,88.2,85.0,78.1,78.5,70.8,refuses to play unless the stadium clock reads exactly 10:04.
369,Gregory Cook,197.4,31.5,108.2,79.5,73.9,71.3,76.4,models his hairstyle after George McFly.
370,Michael Hodge,175.3,53.5,66.3,77.5,74.5,76.9,72.0,has a DeLorean-shaped locker.
371,Gary Steele,181.9,45.5,106.7,81.4,79.7,72.2,70.5,won his first trophy the same day the clock tower was struck by lightning.
372,Dwayne Landry,191.9,29.0,102.9,81.0,60.3,70.5,75.3,claims he met Doc Brown in a dream and received football advice.
373,Robert Pierce,169.5,34.0,83.5,77.1,78.2,70.2,72.7,insists his pre-game playlist includes only Huey Lewis and the News.
374,Jesse Edwards,169.0,37.0,87.2,80.5,82.7,69.8,70.0,claims he met Doc Brown in a dream and received football advice.
375,Frank Cordova,186.8,41.5,85.8,76.6,75.6,75.6,74.8,has a DeLorean-shaped locker.
376,Jared Robertson,198.1,33.5,75.5,78.8,74.0,67.6,82.0,wears a replica of Marty McFly’s vest during warmups.
377,William Sandoval,165.5,41.5,77.7,84.0,82.6,76.8,78.0,practices his throws in the parking lot of Twin Pines Mall.
378,Joshua Gutierrez,177.3,30.5,105.1,80.2,84.8,61.6,73.3,won his first trophy the same day the clock tower was struck by lightning.
379,Cody Cox,185.3,39.5,95.4,78.9,70.9,76.3,72.3,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
380,Peter Garrett,170.8,37.5,81.1,80.5,69.1,79.5,79.2,won his first trophy the same day the clock tower was struck by lightning.
381,Peter Harris,192.4,34.0,78.3,71.7,53.3,73.1,66.6,practices his throws in the parking lot of Twin Pines Mall.
382,Joshua Pennington,175.1,36.0,103.2,74.2,81.3,73.0,81.8,won his first trophy the same day the clock tower was struck by lightning.
383,Jeffrey Wolfe,171.5,33.0,96.9,73.4,62.9,73.6,65.8,has a DeLorean-shaped locker.
384,Bryan Dudley,179.0,29.0,72.6,78.3,86.2,70.2,84.0,wears a replica of Marty McFly’s vest during warmups.
385,Lee Allen,178.9,36.0,71.9,75.3,78.7,80.9,70.3,can recite every line from Biff Tannen’s scenes.
386,Christopher Pierce,170.7,50.0,106.9,80.7,70.9,73.8,77.8,believes Goldie Wilson would’ve made a great football coach.
387,Juan Davis,180.8,47.0,79.2,81.8,70.6,75.0,74.2,wears a replica of Marty McFly’s vest during warmups.
388,Willie Durham,185.6,33.5,103.2,80.4,73.0,77.1,78.5,trains by skateboarding through Hill Valley’s town square.
389,Joel Wilson,189.6,31.5,106.7,80.6,77.4,73.5,77.1,practices his throws in the parking lot of Twin Pines Mall.
390,Ronnie Jimenez,168.6,24.0,87.0,86.5,70.1,72.6,74.7,claims he met Doc Brown in a dream and received football advice.
391,Mitchell Hicks,169.2,34.5,96.7,78.3,69.9,78.3,70.0,claims he met Doc Brown in a dream and received football advice.
392,Donald Davenport,189.3,31.5,73.4,82.1,68.0,74.0,69.6,practices his throws in the parking lot of Twin Pines Mall.
393,William Sanchez,172.6,51.2,88.2,77.6,73.8,75.0,72.6,refuses to play unless the stadium clock reads exactly 10:04.
394,Juan Reyes,175.8,20.0,107.0,72.6,52.0,81.6,67.1,practices his throws in the parking lot of Twin Pines Mall.
395,Thomas Romero,179.3,31.5,89.5,82.7,67.4,75.1,78.7,refuses to play unless the stadium clock reads exactly 10:04.
396,Shawn Shields,183.5,39.0,69.8,77.9,76.2,76.2,75.2,believes the number 88 brings him good luck.
397,Donald Tyler,171.7,41.5,91.2,81.9,76.1,76.6,75.9,refuses to play unless the stadium clock reads exactly 10:04.
398,Jason Villa,185.5,41.5,101.8,78.3,75.0,78.4,77.8,can recite every line from Biff Tannen’s scenes.
399,Jordan Hoover,199.0,47.0,97.2,78.7,75.1,79.3,74.1,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
400,Douglas Evans,195.4,21.0,83.5,74.1,73.0,72.3,64.6,has a DeLorean-shaped locker.
401,Kevin Duarte,172.2,34.5,101.8,79.4,66.8,81.4,72.9,models his hairstyle after George McFly.
402,John Hernandez,184.8,34.0,95.2,76.6,78.8,83.1,77.0,claims he met Doc Brown in a dream and received football advice.
403,Joshua Reed,190.0,34.5,89.3,78.6,73.9,75.3,78.1,can recite every line from Biff Tannen’s scenes.
404,Juan Daniels,176.6,46.0,103.4,77.1,77.3,77.2,75.1,can recite every line from Biff Tannen’s scenes.
405,Jesse Morris,172.4,38.5,75.9,78.3,71.4,76.5,69.6,has a DeLorean-shaped locker.
406,Colin Terry,189.7,25.0,110.1,75.6,68.5,73.8,81.3,believes the number 88 brings him good luck.
407,Kenneth Hall,192.4,25.0,71.9,89.2,72.3,95.9,93.7,won his first trophy the same day the clock tower was struck by lightning.
408,Reginald Williams,199.4,24.5,93.5,81.6,63.6,89.2,86.8,practices his throws in the parking lot of Twin Pines Mall.
409,Patrick Thornton,172.4,30.5,98.6,78.8,77.4,70.7,71.2,believes Goldie Wilson would’ve made a great football coach.
410,Robert Hughes,186.0,30.0,80.4,75.0,68.1,74.4,77.0,believes the number 88 brings him good luck.
411,Matthew Hoover,197.3,32.5,93.2,79.8,76.4,73.0,62.1,models his hairstyle after George McFly.
412,William Simpson,193.7,38.5,83.0,83.1,68.2,79.8,75.3,models his hairstyle after George McFly.
413,Andrew Shaw,190.8,32.0,111.3,64.4,60.9,86.4,70.1,wears a replica of Marty McFly’s vest during warmups.
414,Kevin Kane,189.3,24.5,92.0,84.9,76.7,72.4,86.6,can recite every line from Biff Tannen’s scenes.
415,Shane Alexander,172.8,39.0,98.6,74.8,79.2,76.5,76.1,trains by skateboarding through Hill Valley’s town square.
416,Joseph Bryant,165.8,34.0,88.4,79.9,75.6,77.8,76.8,can recite every line from Biff Tannen’s scenes.
417,Nathan Ortiz,171.3,32.5,73.0,78.1,71.0,83.4,81.5,insists his pre-game playlist includes only Huey Lewis and the News.
418,John Costa,178.3,35.5,73.7,81.1,77.6,75.2,77.6,has a DeLorean-shaped locker.
419,George Schwartz,172.8,21.0,70.1,85.1,81.1,51.1,52.3,wears a replica of Marty McFly’s vest during warmups.
420,Matthew Christian,190.2,41.5,99.9,77.2,74.4,75.8,74.0,trains by skateboarding through Hill Valley’s town square.
421,Samuel Villarreal,188.9,35.5,66.0,80.5,79.9,77.5,74.5,practices his throws in the parking lot of Twin Pines Mall.
422,James Stewart,188.4,40.0,90.5,84.7,82.3,78.1,73.0,won his first trophy the same day the clock tower was struck by lightning.
423,Nathan Malone,191.4,21.0,69.8,90.3,70.4,75.5,80.3,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
424,Shane Johnson,188.3,30.5,93.3,73.2,72.2,75.5,73.7,wears a replica of Marty McFly’s vest during warmups.
425,Barry Welch,192.8,22.0,100.3,82.9,77.8,68.8,80.3,trains by skateboarding through Hill Valley’s town square.
426,Thomas Bright,183.6,35.5,86.0,75.0,73.1,83.0,81.9,practices his throws in the parking lot of Twin Pines Mall.
427,Paul Hamilton,187.4,42.5,87.7,80.6,78.7,73.6,75.9,won his first trophy the same day the clock tower was struck by lightning.
428,Brett Schultz,191.8,22.5,90.5,77.6,81.1,73.7,83.8,wears a replica of Marty McFly’s vest during warmups.
429,Shane Wallace,197.6,38.0,108.0,79.1,71.0,74.9,76.3,insists his pre-game playlist includes only Huey Lewis and the News.
430,Michael Berger,198.1,43.5,83.2,77.1,74.5,78.7,73.0,trains by skateboarding through Hill Valley’s town square.
431,Angel Flynn,167.7,37.0,73.6,86.1,73.1,70.7,70.9,wears a replica of Marty McFly’s vest during warmups.
432,Edward Brooks,195.5,27.0,83.5,78.9,77.8,74.0,64.5,wears a replica of Marty McFly’s vest during warmups.
433,Charles Schmidt,186.0,37.5,98.7,78.6,75.0,71.0,76.3,can recite every line from Biff Tannen’s scenes.
434,Keith Sparks,195.4,33.0,104.0,80.2,66.9,66.7,68.4,wears a replica of Marty McFly’s vest during warmups.
435,Christopher Miller,194.4,36.0,91.1,82.5,88.1,72.1,76.8,trains by skateboarding through Hill Valley’s town square.
436,Seth Harvey,168.6,38.0,88.0,79.9,75.3,74.5,79.2,practices his throws in the parking lot of Twin Pines Mall.
437,David Durham,180.4,44.0,102.0,80.0,72.5,72.4,77.6,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
438,Charles Murray,171.5,40.5,98.0,80.2,73.9,73.4,75.6,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
439,David Scott,188.1,34.0,96.4,99.6,56.0,81.4,65.7,won his first trophy the same day the clock tower was struck by lightning.
440,Adam Ballard,195.3,33.0,84.9,90.0,55.6,64.6,53.8,practices his throws in the parking lot of Twin Pines Mall.
441,Steven Byrd,165.3,24.0,68.1,79.9,79.7,68.9,86.5,claims he met Doc Brown in a dream and received football advice.
442,Christopher Alexander,183.7,44.5,77.9,80.3,76.7,74.3,79.0,insists his pre-game playlist includes only Huey Lewis and the News.
443,Gregory Matthews,183.2,21.0,72.0,87.6,79.8,85.7,81.1,can recite every line from Biff Tannen’s scenes.
444,Mark Coleman,178.7,25.5,89.2,82.4,74.1,78.1,73.5,believes the number 88 brings him good luck.
445,David Bruce,186.8,45.5,80.0,79.8,71.2,76.2,75.2,wears a replica of Marty McFly’s vest during warmups.
446,Curtis Cruz,183.2,33.0,96.3,65.0,85.1,59.9,64.7,practices his throws in the parking lot of Twin Pines Mall.
447,John Young,177.7,27.5,98.5,82.6,77.3,74.2,73.3,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
448,Kenneth Andrews,166.0,28.0,96.4,68.9,66.9,92.5,86.4,can recite every line from Biff Tannen’s scenes.
449,Willie Phillips,193.2,31.0,69.5,80.5,76.3,70.7,73.7,practices his throws in the parking lot of Twin Pines Mall.
450,William Barrett,180.5,38.0,102.0,80.0,74.3,75.4,76.0,believes Goldie Wilson would’ve made a great football coach.
451,Donald Knight,168.4,31.0,74.0,90.3,80.5,50.6,91.8,insists his pre-game playlist includes only Huey Lewis and the News.
452,Michael Garner,188.5,28.5,90.3,82.5,71.6,68.4,73.6,refuses to play unless the stadium clock reads exactly 10:04.
453,Anthony Obrien,197.3,41.0,76.4,79.0,80.4,72.4,77.8,can recite every line from Biff Tannen’s scenes.
454,Jonathan Strong,191.0,26.5,100.5,75.4,76.7,77.9,75.0,wears a replica of Marty McFly’s vest during warmups.
455,Dustin Lindsey,173.7,57.5,73.4,79.8,75.9,75.2,76.4,claims he met Doc Brown in a dream and received football advice.
456,Lawrence Gomez,176.5,41.0,93.0,76.1,71.4,74.8,79.3,claims he met Doc Brown in a dream and received football advice.
457,Mark Oliver,170.0,35.5,81.2,77.4,79.2,77.4,79.8,claims he met Doc Brown in a dream and received football advice.
458,Michael Le,181.8,33.5,75.0,74.0,72.6,89.4,75.4,believes Goldie Wilson would’ve made a great football coach.
459,Matthew Massey,195.5,27.0,105.0,85.3,79.4,76.6,73.1,trains by skateboarding through Hill Valley’s town square.
460,Mark Berger,174.8,33.0,91.8,76.7,54.7,59.1,95.5,believes the number 88 brings him good luck.
461,Matthew Parker,169.4,31.0,96.7,72.2,77.2,67.3,79.8,can recite every line from Biff Tannen’s scenes.
462,Jeremiah Riley,182.5,25.5,100.2,79.7,94.0,64.2,64.0,has a DeLorean-shaped locker.
463,Nicholas Davis,183.4,27.0,73.1,79.3,77.0,79.4,74.0,trains by skateboarding through Hill Valley’s town square.
464,Edward Burgess,194.5,37.5,105.2,80.3,69.7,77.0,77.5,believes the number 88 brings him good luck.
465,Christopher Anderson,192.9,34.0,100.7,83.8,71.5,86.3,73.3,believes Goldie Wilson would’ve made a great football coach.
466,Joshua Mata,194.5,38.0,81.3,89.4,69.6,63.8,78.9,claims he met Doc Brown in a dream and received football advice.
467,Joseph Mcintyre,172.2,25.5,76.3,81.0,78.0,65.6,70.1,wears a replica of Marty McFly’s vest during warmups.
468,Ronald Scott,192.8,36.5,75.3,80.6,69.5,72.2,82.1,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
469,Roger Olson,182.8,26.0,101.1,88.5,82.2,63.4,53.3,practices his throws in the parking lot of Twin Pines Mall.
470,Robert Francis,199.3,57.5,66.7,76.5,79.2,76.6,73.1,refuses to play unless the stadium clock reads exactly 10:04.
